"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
1941,201950,"Jrue Holiday","Jrue","Holiday",1,2009,2023,"jrue_holiday",1610612740,"New Orleans","Pelicans","NOP","pelicans","Y",2023-10-29 16:04:32.701973,2023-10-29 16:04:32.701973
