"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
3747,201565,"Derrick Rose","Derrick","Rose",1,2008,2023,"derrick_rose",1610612750,"Minnesota","Timberwolves","MIN","timberwolves","Y",2023-10-29 16:04:38.938037,2023-10-29 16:04:38.938037
