"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
3377,101108,"Chris Paul","Chris","Paul",1,2005,2023,"chris_paul",1610612745,"Houston","Rockets","HOU","rockets","Y",2023-10-29 16:04:37.676135,2023-10-29 16:04:37.676135
