"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
2632,201567,"Kevin Love","Kevin","Love",1,2008,2023,"kevin_love",1610612739,"Cleveland","Cavaliers","CLE","cavaliers","Y",2023-10-29 16:04:35.090474,2023-10-29 16:04:35.090474
