"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
1501,202331,"Paul George","Paul","George",1,2010,2023,"paul_george",1610612760,"Oklahoma City","Thunder","OKC","thunder","Y",2023-10-29 16:04:31.225899,2023-10-29 16:04:31.225899
