"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
2622,201572,"Brook Lopez","Brook","Lopez",1,2008,2023,"brook_lopez",1610612747,"Los Angeles","Lakers","LAL","lakers","Y",2023-10-29 16:04:35.050916,2023-10-29 16:04:35.050916
