"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
1655,201933,"Blake Griffin","Blake","Griffin",1,2009,2022,"blake_griffin",1610612765,"Detroit","Pistons","DET","pistons","Y",2023-10-29 16:04:31.741634,2023-10-29 16:04:31.741634
