"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
945,201939,"Stephen Curry","Stephen","Curry",1,2009,2023,"stephen_curry",1610612744,"Golden State","Warriors","GSW","warriors","Y",2023-10-29 16:04:29.329264,2023-10-29 16:04:29.329264
