"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
1033,201942,"DeMar DeRozan","DeMar","DeRozan",1,2009,2023,"demar_derozan",1610612761,"Toronto","Raptors","TOR","raptors","Y",2023-10-29 16:04:29.626862,2023-10-29 16:04:29.626862
