"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
1753,201935,"James Harden","James","Harden",1,2009,2023,"james_harden",1610612745,"Houston","Rockets","HOU","rockets","Y",2023-10-29 16:04:32.079048,2023-10-29 16:04:32.079048
