"id","nba_id","display_name","first_name","last_name","roster_status","from_year","to_year","player_code","team_id","team_city","team_name","team_abbreviation","team_code","games_played_flag","created_at","updated_at"
4621,201566,"Russell Westbrook","Russell","Westbrook",1,2008,2023,"russell_westbrook",1610612760,"Oklahoma City","Thunder","OKC","thunder","Y",2023-10-29 16:04:42.026727,2023-10-29 16:04:42.026727
